AbilityId,Name,CoverageStatus,EffectId,HasClientCsv,HasClientBin,HasLocalizedName,HasDescriptionText,HasEffectText,HasRootEffectRow,RelatedEffectCount,ComponentCount,RequirementLinkCount,RequirementRowCount,HasPregameReference,SourcesText,MissingText
445,Siege Wrecker,Mapped,445,Yes,Yes,Yes,Yes,No,Yes,9,1,0,0,No,"csv, bin, strings",effect-text
446,Bypass Defenses,Mapped,446,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
447,Faultfinder,Mapped,447,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
448,Booby Trap,Mapped,448,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
449,Pick Lock,Partial,449,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
450,Faultfinder,Partial,450,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
451,Drowning,Partial,451,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
452,Lava,Partial,452,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
453,Lava,Partial,453,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
454,Fire,Partial,454,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
455,Idle Hands,Partial,455,Yes,No,Yes,Yes,No,No,1,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
456,Battlefield Master,Partial,456,Yes,No,Yes,Yes,No,No,1,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
457,Advanced Battlefield Master,Partial,457,Yes,No,Yes,Yes,No,No,1,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
458,Battle Training,Partial,458,Yes,No,Yes,Yes,No,No,1,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
459,(unnamed),Partial,459,Yes,No,Yes,Yes,No,No,1,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
460,Throat Bite,Mapped,460,Yes,Yes,Yes,Yes,No,Yes,30,1,0,0,No,"csv, bin, strings",effect-text
461,Coordinated Strike,Mapped,461,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
462,Brutal Pounce,Mapped,462,Yes,Yes,Yes,Yes,No,Yes,13,3,0,0,No,"csv, bin, strings",effect-text
463,Fetch,Mapped,463,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
464,(unnamed),Partial,464,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
465,Supply Shortage,Mapped,465,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
466,Choppa's Badge,Mapped,466,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
467,Shaman's Badge,Mapped,467,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
468,Squig Herder's Badge,Mapped,468,Yes,Yes,Yes,Yes,No,Yes,1,8,0,0,No,"csv, bin, strings",effect-text
469,(unnamed),Partial,469,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
470,Magus's Badge,Mapped,470,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
471,Zealot's Badge,Mapped,471,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
472,Chosen's Badge,Mapped,472,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
473,Marauder's Badge,Mapped,473,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
474,(unnamed),Partial,474,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
475,Magus's Badge,Mapped,475,Yes,Yes,Yes,Yes,No,Yes,2,9,0,0,No,"csv, bin, strings",effect-text
476,Zealot's Badge,Mapped,476,Yes,Yes,Yes,Yes,No,Yes,2,4,0,0,No,"csv, bin, strings",effect-text
477,Glory,Mapped,477,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
478,Seething,Mapped,478,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
479,Renown Boost,Partial,479,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
480,Marsh Plague,Mapped,480,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
481,Weight of Stone,Mapped,481,Yes,Yes,Yes,Yes,No,Yes,6,3,0,0,No,"csv, bin, strings",effect-text
482,Fire Brew,MappedWithRequirements,482,Yes,Yes,Yes,Yes,No,Yes,8,5,1,1,No,"csv, bin, strings, requirements",effect-text
483,Breath of Fire,Mapped,483,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
484,AE Buff,Partial,484,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
485,Away!,Mapped,485,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
486,Chuffinbrau Ale,Mapped,486,Yes,Yes,Yes,Yes,No,Yes,3,3,0,0,No,"csv, bin, strings",effect-text
487,Mad Cap Beer,Mapped,487,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
488,Purity of Faith,Mapped,488,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
489,Gaze of the Gods,Partial,489,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
490,Isha's Balance,MappedWithRequirements,490,Yes,Yes,Yes,Yes,No,Yes,1,10,2,2,No,"csv, bin, strings, requirements",effect-text
491,Khaine's Torment,Mapped,491,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
492,Portable Camp,MappedWithRequirements,492,Yes,Yes,Yes,Yes,No,Yes,1,4,8,4,No,"csv, bin, strings, requirements",effect-text
493,Sabertooth's Tarot,MappedWithRequirements,493,Yes,Yes,Yes,Yes,No,Yes,3,10,20,20,No,"csv, bin, strings, requirements",effect-text
494,Blessing of the Horned Rat,Partial,494,Yes,No,Yes,Yes,No,Yes,3,0,0,0,No,"csv, strings","bin, effect-text, components"
495,BOOM,Partial,495,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
496,Custard Pie,Partial,496,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
497,Touch of Ice,Partial,497,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
498,Touch of Fire,Partial,498,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
499,Touch of Earth,Partial,499,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
500,VFX / Tag Shout TEST,Mapped,500,Yes,Yes,Yes,Yes,No,Yes,4,3,0,0,No,"csv, bin, strings",effect-text
501,VFX / Tag Null TEST,Mapped,501,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
502,Touch of Spirit,Mapped,502,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
503,Touch of Nature,Mapped,503,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
504,Emperor's Protection,Mapped,504,Yes,Yes,Yes,Yes,No,Yes,8,1,0,0,No,"csv, bin, strings",effect-text
505,Nagayrthe's Protection,Mapped,505,Yes,Yes,Yes,Yes,No,Yes,34,1,0,0,No,"csv, bin, strings",effect-text
506,The Librams of Insight,Mapped,506,Yes,Yes,Yes,Yes,No,Yes,4,3,0,0,No,"csv, bin, strings",effect-text
507,Adventure's Handbook,Mapped,507,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
508,Signet of Cursed Company,Mapped,508,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
509,Kemmler's Arthritic Hand,Partial,509,Yes,No,Yes,Yes,No,Yes,10,0,0,0,No,"csv, strings","bin, effect-text, components"
510,Volatility,Partial,510,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
511,Explosive Blast,Partial,511,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
512,Swollen Tongue,Partial,512,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
513,Burned Hands,Partial,513,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
514,Pha-Stah's Presence,Partial,514,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
515,Golden Ward,Partial,515,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
516,Swarm Shield,Partial,516,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
517,Glory,Partial,517,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
518,Seething,Partial,518,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
519,Test - Reverse Projectiles,Partial,519,Yes,No,Yes,Yes,No,Yes,15,0,0,0,No,"csv, strings","bin, effect-text, components"
520,Last Upholder - Offensive Buff,Partial,520,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
521,Last Upholder - Defensive Buff,Mapped,521,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
522,Lesson Review,Mapped,522,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
523,Last Upholder - Heal,Mapped,523,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
524,Last Upholder - Heal Over Time,Mapped,524,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
525,Last Upholder - Damage,Mapped,525,Yes,Yes,Yes,Yes,No,Yes,15,2,0,0,No,"csv, bin, strings",effect-text
526,Last Upholder - Damage Over Time,Mapped,526,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
527,Emperor's Summons,Mapped,527,Yes,Yes,Yes,Yes,No,Yes,3,3,0,0,No,"csv, bin, strings",effect-text
528,Call of the Dark Gods,Mapped,528,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
529,Call of the North,Mapped,529,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
530,Axe Toss,Partial,530,Yes,No,Yes,Yes,No,Yes,17,0,0,0,No,"csv, strings","bin, effect-text, components"
531,Oath Friend,Partial,531,Yes,No,Yes,Yes,No,Yes,8,0,0,0,No,"csv, strings","bin, effect-text, components"
532,Heavy Blow,Partial,532,Yes,No,Yes,Yes,No,Yes,7,0,0,0,No,"csv, strings","bin, effect-text, components"
533,Grudging Blow,Partial,533,Yes,No,Yes,Yes,No,Yes,11,0,0,0,No,"csv, strings","bin, effect-text, components"
534,Guarded Attack,Partial,534,Yes,No,Yes,Yes,No,Yes,13,0,0,0,No,"csv, strings","bin, effect-text, components"
535,Vengeful Strike,Partial,535,Yes,No,Yes,Yes,No,Yes,11,0,0,0,No,"csv, strings","bin, effect-text, components"
536,Binding Grudge,Partial,536,Yes,No,Yes,Yes,No,Yes,11,0,0,0,No,"csv, strings","bin, effect-text, components"
537,Punishing Blow,Partial,537,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
538,Taunt,Partial,538,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
539,Shield Sweep,Partial,539,Yes,No,Yes,Yes,No,Yes,8,0,0,0,No,"csv, strings","bin, effect-text, components"
540,Kneecapper,Partial,540,Yes,No,Yes,Yes,No,Yes,11,0,0,0,No,"csv, strings","bin, effect-text, components"
541,Guard,Partial,541,Yes,No,Yes,Yes,No,Yes,14,0,0,0,No,"csv, strings","bin, effect-text, components"
542,Inspiring Attack,Mapped,542,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
543,Away With Ye,Mapped,543,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
544,Rune-Etched Axe,Mapped,544,Yes,Yes,Yes,Yes,No,Yes,8,1,0,0,No,"csv, bin, strings",effect-text
545,Stubborn As Stone,Mapped,545,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
546,Challenge,Mapped,546,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
547,Shield Of Reprisal,Mapped,547,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,Yes,"csv, bin, strings, pregame",effect-text
548,Grip Of Stone,Mapped,548,Yes,Yes,Yes,Yes,No,Yes,33,2,0,0,No,"csv, bin, strings",effect-text
549,Stone Breaker,Mapped,549,Yes,Yes,Yes,Yes,No,Yes,5,3,0,0,No,"csv, bin, strings",effect-text
550,Watch An' Learn,Mapped,550,Yes,Yes,Yes,Yes,No,Yes,11,4,0,0,No,"csv, bin, strings",effect-text
551,Grudge Unleashed,Partial,551,Yes,No,Yes,Yes,No,Yes,11,0,0,0,No,"csv, strings","bin, effect-text, components"
552,Sever Blessing,Partial,552,Yes,No,Yes,Yes,No,Yes,37,0,0,0,No,"csv, strings","bin, effect-text, components"
553,(unnamed),Partial,553,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
554,(unnamed),Partial,554,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
555,Juggernaut,Partial,555,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
556,Hold The Line!,Partial,556,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
557,Oathbound,Partial,557,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
558,Avenging The Debt,Partial,558,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
559,Oathstone,Partial,559,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
560,Ancestor's Fury,Partial,560,Yes,No,Yes,Yes,No,Yes,10,0,0,0,No,"csv, strings","bin, effect-text, components"
561,Cave-In,Partial,561,Yes,No,Yes,Yes,No,Yes,5,0,0,0,No,"csv, strings","bin, effect-text, components"
562,Grudge-Born Fury,Partial,562,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
563,Runic Shield,Mapped,563,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
564,Swiftness,Partial,111,No,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"bin, strings","csv, effect-text"
565,Earthshatter,MappedWithRequirements,565,Yes,Yes,Yes,Yes,No,Yes,42,1,1,1,No,"csv, bin, strings, requirements",effect-text
566,Grumble An' Mutter,Mapped,566,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
567,Sleight of Hand,Mapped,567,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
568,Devour Energy,Mapped,568,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
569,Rising Anger,Mapped,569,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
570,Long-Held Grudge,Mapped,570,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
571,Sweet Revenge,Mapped,571,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
572,Seasoned Veteran,Partial,572,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
573,Seen It All Before,Partial,573,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
574,Dwarven Riposte,Partial,574,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
575,Relentless Training,Partial,575,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
576,Long Reach,Partial,576,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
577,(unnamed),Partial,577,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
578,(unnamed),Partial,578,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
579,Furious Reprisal,Partial,579,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
580,Oath of Vengeance,Partial,580,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
581,Shield Mastery,Partial,581,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
582,Overprotective,Partial,582,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
583,Powered Etchings,Partial,583,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
584,Greataxe Mastery,Mapped,584,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
585,Avalanche,Mapped,585,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
586,Punishing Knock,Partial,586,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
587,Told Ya So!,Mapped,587,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
588,Subtlety,Mapped,588,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
589,Restorative Burst,Mapped,589,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
590,Aggressive Focus,Mapped,590,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
591,Reabsorption,Mapped,591,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
592,Discipline,Mapped,592,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
593,;Ironbreaker Morale,Partial,593,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
594,Rock Clutch,Partial,594,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
595,Skin Of Iron,Partial,595,Yes,No,Yes,Yes,No,Yes,3,0,0,0,No,"csv, strings","bin, effect-text, components"
596,Gromril Plating,Partial,596,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
597,(unnamed),Partial,597,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
598,(unnamed),Partial,598,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
599,;Ironbreaker Spec Morale,Partial,599,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
600,Strength In Numbers,Partial,600,Yes,No,Yes,Yes,No,Yes,58,0,0,0,No,"csv, strings","bin, effect-text, components"
601,Axe Slam,Partial,601,Yes,No,Yes,Yes,No,Yes,8,0,0,0,No,"csv, strings","bin, effect-text, components"
602,Earthen Renewal,Partial,602,Yes,No,Yes,Yes,No,Yes,9,0,0,0,No,"csv, strings","bin, effect-text, components"
603,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
604,; TEST Archetype Morale,Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
605,Throw Axe,Partial,605,Yes,No,Yes,Yes,No,Yes,17,0,0,0,No,"csv, strings","bin, effect-text, components"
606,Relentless Strike,Mapped,606,Yes,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"csv, bin, strings",effect-text
607,Slow Down,Mapped,607,Yes,Yes,Yes,Yes,No,Yes,50,3,0,0,No,"csv, bin, strings",effect-text
608,Pulverizing Strike,Mapped,608,Yes,Yes,Yes,Yes,No,Yes,45,5,0,0,No,"csv, bin, strings",effect-text
609,Deep Wound,Mapped,609,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
610,Flurry,Mapped,610,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
611,Onslaught,MappedWithRequirements,611,Yes,Yes,Yes,Yes,No,Yes,4,1,1,1,No,"csv, bin, strings, requirements",effect-text
612,Spine Crusher,Mapped,612,Yes,Yes,Yes,Yes,No,Yes,3,3,0,0,No,"csv, bin, strings",effect-text
613,Enervating Blow,Mapped,613,Yes,Yes,Yes,Yes,No,Yes,9,2,0,0,No,"csv, bin, strings",effect-text
614,Deathblow,Partial,614,Yes,No,Yes,Yes,No,Yes,13,0,0,0,No,"csv, strings","bin, effect-text, components"
615,Charge!,Partial,615,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
616,Distracting Roar,Partial,616,Yes,No,Yes,Yes,No,Yes,8,0,0,0,No,"csv, strings","bin, effect-text, components"
617,Gudrun's Warcry,Partial,617,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
618,Incapacitate,Partial,618,Yes,No,Yes,Yes,No,Yes,3,0,0,0,No,"csv, strings","bin, effect-text, components"
619,Numbing Strike,Partial,619,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
620,Break Loose,Partial,620,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
621,Even the Odds,Partial,621,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
622,Wild Swing,Partial,622,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
623,Reckless Gamble,Partial,623,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
624,Precarious Assault,Partial,624,Yes,No,Yes,Yes,No,Yes,5,0,0,0,No,"csv, strings","bin, effect-text, components"
625,Retribution,Partial,625,Yes,No,Yes,Yes,No,Yes,42,0,0,0,No,"csv, strings","bin, effect-text, components"
626,; TEST Melee DPS Morale,Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
627,Sever Nerve,Mapped,170,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
628,Force of Will,Mapped,171,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
629,Broad Swings,Mapped,172,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
630,;Used for Slayer mechanic,Mapped,630,Yes,Yes,Yes,Yes,No,Yes,3,3,0,0,No,"csv, bin, strings",effect-text
631,;Slayer Spec Abilities,Mapped,174,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
632,Rune of Absorption,Mapped,632,Yes,Yes,Yes,Yes,No,Yes,6,2,0,0,No,"csv, bin, strings",effect-text
633,Fierceness,Mapped,633,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
634,Rampage,Mapped,634,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
635,Cleft In Twain,Partial,635,Yes,No,Yes,Yes,No,Yes,35,0,0,0,No,"csv, strings","bin, effect-text, components"
636,Devastate,Partial,636,Yes,No,Yes,Yes,No,Yes,3,0,0,0,No,"csv, strings","bin, effect-text, components"
637,Spellbreaker,Partial,637,Yes,No,Yes,Yes,No,Yes,4,0,0,0,No,"csv, strings","bin, effect-text, components"
638,No Escape,Partial,638,Yes,No,Yes,Yes,No,Yes,5,0,0,0,No,"csv, strings","bin, effect-text, components"
639,Shatter Limbs,Partial,639,Yes,No,Yes,Yes,No,Yes,2,0,0,0,No,"csv, strings","bin, effect-text, components"
640,Inevitable Doom,Partial,640,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
641,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
642,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
643,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
644,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
645,(unnamed),Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
646,;Slayer Tactics,Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
647,Wild Gambit,Partial,647,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
648,Hastened Punishment,Mapped,648,Yes,Yes,Yes,Yes,No,Yes,4,4,0,0,No,"csv, bin, strings",effect-text
649,Honor Restored,Mapped,649,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
650,Slaughter,Mapped,650,Yes,Yes,Yes,Yes,No,Yes,4,3,0,0,No,"csv, bin, strings",effect-text
651,Got No Time For You,Mapped,651,Yes,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"csv, bin, strings",effect-text
652,Push For More,Mapped,652,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
653,The Bigger They Are...,Mapped,653,Yes,Yes,Yes,Yes,No,Yes,3,8,0,0,No,"csv, bin, strings",effect-text
654,Embrace the Pain,Mapped,654,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
655,Blinding Speed,Partial,197,Yes,Yes,Yes,Yes,No,No,1,1,0,0,No,"csv, bin, strings","effect-text, effect-row"
656,;Slayer Spec Tactics,Partial,,Yes,No,Yes,Yes,No,No,0,0,0,0,No,"csv, strings","bin, effect-text, effect-row, components"
657,Power Through,Partial,657,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
658,Fierce Might,Partial,658,Yes,No,Yes,Yes,No,Yes,1,0,0,0,No,"csv, strings","bin, effect-text, components"
