RequirementId,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,SemanticSummary,Confidence,Notes
9119,ExtData[1].Val1,1,1,1,,Unknown,
9119,ExtData[1].Val2,1,1,6,,Unknown,
9119,ExtData[1].Val3,1,1,1,,Unknown,
9119,ExtData[1].Val6,1,1,346,,Unknown,
9119,ExtData[1].Val7,1,1,1,,Unknown,
9120,ExtData[0].Val1,1,1,1,,Unknown,
9120,ExtData[0].Val2,1,1,6,,Unknown,
9120,ExtData[0].Val3,1,1,1,,Unknown,
9120,ExtData[0].Val4,1,1,9,,Unknown,
9120,ExtData[0].Val6,1,1,330,,Unknown,
9120,ExtData[0].Val7,1,1,1,,Unknown,
9120,ExtData[1].Val1,1,1,1,,Unknown,
9120,ExtData[1].Val2,1,1,6,,Unknown,
9120,ExtData[1].Val3,1,1,1,,Unknown,
9120,ExtData[1].Val6,1,1,346,,Unknown,
9120,ExtData[1].Val7,1,1,1,,Unknown,
9121,ExtData[0].Val1,1,1,1,,Unknown,
9121,ExtData[0].Val2,1,1,6,,Unknown,
9121,ExtData[0].Val3,1,1,1,,Unknown,
9121,ExtData[0].Val4,1,1,9,,Unknown,
9121,ExtData[0].Val6,1,1,331,,Unknown,
9121,ExtData[0].Val7,1,1,1,,Unknown,
9121,ExtData[1].Val1,1,1,1,,Unknown,
9121,ExtData[1].Val2,1,1,6,,Unknown,
9121,ExtData[1].Val3,1,1,1,,Unknown,
9121,ExtData[1].Val6,1,1,346,,Unknown,
9121,ExtData[1].Val7,1,1,1,,Unknown,
9122,ExtData[0].Val1,1,1,1,,Unknown,
9122,ExtData[0].Val2,1,1,10,,Unknown,
9122,ExtData[0].Val3,1,1,1,,Unknown,
9122,ExtData[0].Val4,1,1,9,,Unknown,
9122,ExtData[0].Val6,1,1,9119,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9119.
9122,ExtData[0].Val7,1,1,1,,Unknown,
9122,ExtData[1].Val1,1,1,1,,Unknown,
9122,ExtData[1].Val2,1,1,10,,Unknown,
9122,ExtData[1].Val3,1,1,1,,Unknown,
9122,ExtData[1].Val4,1,1,9,,Unknown,
9122,ExtData[1].Val6,1,1,9120,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9120.
9122,ExtData[1].Val7,1,1,1,,Unknown,
9122,ExtData[2].Val1,1,1,1,,Unknown,
9122,ExtData[2].Val2,1,1,10,,Unknown,
9122,ExtData[2].Val3,1,1,1,,Unknown,
9122,ExtData[2].Val6,1,1,9121,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9121.
9122,ExtData[2].Val7,1,1,1,,Unknown,
9123,ExtData[0].Val1,1,1,1,,Unknown,
9123,ExtData[0].Val2,1,1,6,,Unknown,
9123,ExtData[0].Val3,1,1,1,,Unknown,
9123,ExtData[0].Val6,1,1,354,,Unknown,
9123,ExtData[0].Val7,1,1,1,,Unknown,
9124,ExtData[0].Val1,1,1,1,,Unknown,
9124,ExtData[0].Val2,1,1,6,,Unknown,
9124,ExtData[0].Val3,1,1,1,,Unknown,
9124,ExtData[0].Val6,1,1,355,,Unknown,
9124,ExtData[0].Val7,1,1,1,,Unknown,
9125,ExtData[0].Val1,1,1,1,,Unknown,
9125,ExtData[0].Val2,1,1,6,,Unknown,
9125,ExtData[0].Val3,1,1,1,,Unknown,
9125,ExtData[0].Val4,1,1,8,,Unknown,
9125,ExtData[0].Val6,1,1,354,,Unknown,
9125,ExtData[1].Val1,1,1,1,,Unknown,
9125,ExtData[1].Val2,1,1,6,,Unknown,
9125,ExtData[1].Val3,1,1,1,,Unknown,
9125,ExtData[1].Val6,1,1,355,,Unknown,
9126,ExtData[0].Val1,1,1,1,,Unknown,
9126,ExtData[0].Val2,1,1,9,,Unknown,
9126,ExtData[0].Val3,1,1,4,,Unknown,
9126,ExtData[0].Val4,1,1,8,,Unknown,
9126,ExtData[0].Val6,1,1,100,,Unknown,
9126,ExtData[0].Val7,1,1,50,,Unknown,
9126,ExtData[1].Val1,1,1,1,,Unknown,
9126,ExtData[1].Val2,1,1,6,,Unknown,
9126,ExtData[1].Val3,1,1,1,,Unknown,
9126,ExtData[1].Val6,1,1,28,,Unknown,
9127,ExtData[0].Val1,1,1,1,,Unknown,
9127,ExtData[0].Val2,1,1,6,,Unknown,
9127,ExtData[0].Val3,1,1,5,,Unknown,
9127,ExtData[0].Val4,1,1,9,,Unknown,
9127,ExtData[0].Val6,1,1,28,,Unknown,
9127,ExtData[0].Val7,1,1,1,,Unknown,
9127,ExtData[1].Val1,1,1,1,,Unknown,
9127,ExtData[1].Val2,1,1,10,,Unknown,
9127,ExtData[1].Val3,1,1,1,,Unknown,
9127,ExtData[1].Val6,1,1,9126,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9126.
9127,ExtData[1].Val7,1,1,1,,Unknown,
9128,ExtData[0].Val1,1,1,1,,Unknown,
9128,ExtData[0].Val2,1,1,9,,Unknown,
9128,ExtData[0].Val3,1,1,4,,Unknown,
9128,ExtData[0].Val4,1,1,8,,Unknown,
9128,ExtData[0].Val6,1,1,100,,Unknown,
9128,ExtData[0].Val7,1,1,50,,Unknown,
9128,ExtData[1].Val1,1,1,1,,Unknown,
9128,ExtData[1].Val2,1,1,6,,Unknown,
9128,ExtData[1].Val3,1,1,1,,Unknown,
9128,ExtData[1].Val6,1,1,17,,Unknown,
9129,ExtData[0].Val1,1,1,1,,Unknown,
9129,ExtData[0].Val2,1,1,6,,Unknown,
9129,ExtData[0].Val3,1,1,5,,Unknown,
9129,ExtData[0].Val4,1,1,9,,Unknown,
9129,ExtData[0].Val6,1,1,17,,Unknown,
9129,ExtData[0].Val7,1,1,1,,Unknown,
9129,ExtData[1].Val1,1,1,1,,Unknown,
9129,ExtData[1].Val2,1,1,10,,Unknown,
9129,ExtData[1].Val3,1,1,1,,Unknown,
9129,ExtData[1].Val6,1,1,9128,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9128.
9129,ExtData[1].Val7,1,1,1,,Unknown,
9130,ExtData[0].Val1,1,1,1,,Unknown,
9130,ExtData[0].Val2,1,1,9,,Unknown,
9130,ExtData[0].Val3,1,1,4,,Unknown,
9130,ExtData[0].Val4,1,1,8,,Unknown,
9130,ExtData[0].Val6,1,1,100,,Unknown,
9130,ExtData[0].Val7,1,1,50,,Unknown,
9130,ExtData[1].Val1,1,1,1,,Unknown,
9130,ExtData[1].Val2,1,1,6,,Unknown,
9130,ExtData[1].Val3,1,1,1,,Unknown,
9130,ExtData[1].Val6,1,1,27,,Unknown,
9131,ExtData[0].Val1,1,1,1,,Unknown,
9131,ExtData[0].Val2,1,1,6,,Unknown,
9131,ExtData[0].Val3,1,1,5,,Unknown,
9131,ExtData[0].Val4,1,1,9,,Unknown,
9131,ExtData[0].Val6,1,1,27,,Unknown,
9131,ExtData[0].Val7,1,1,1,,Unknown,
9131,ExtData[1].Val1,1,1,1,,Unknown,
9131,ExtData[1].Val2,1,1,10,,Unknown,
9131,ExtData[1].Val3,1,1,1,,Unknown,
9131,ExtData[1].Val6,1,1,9130,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9130.
9131,ExtData[1].Val7,1,1,1,,Unknown,
9132,ExtData[0].Val1,1,1,1,,Unknown,
9132,ExtData[0].Val2,1,1,9,,Unknown,
9132,ExtData[0].Val3,1,1,4,,Unknown,
9132,ExtData[0].Val4,1,1,8,,Unknown,
9132,ExtData[0].Val6,1,1,100,,Unknown,
9132,ExtData[0].Val7,1,1,25,,Unknown,
9132,ExtData[1].Val1,1,1,1,,Unknown,
9132,ExtData[1].Val2,1,1,6,,Unknown,
9132,ExtData[1].Val3,1,1,1,,Unknown,
9132,ExtData[1].Val4,1,1,8,,Unknown,
9132,ExtData[1].Val6,1,1,362,,Unknown,
9132,ExtData[2].Val1,1,1,1,,Unknown,
9132,ExtData[2].Val2,1,1,8,,Unknown,
9132,ExtData[2].Val3,1,1,1,,Unknown,
9132,ExtData[2].Val6,1,1,72,,Unknown,
9133,ExtData[0].Val1,1,1,1,,Unknown,
9133,ExtData[0].Val2,1,1,9,,Unknown,
9133,ExtData[0].Val3,1,1,4,,Unknown,
9133,ExtData[0].Val4,1,1,8,,Unknown,
9133,ExtData[0].Val6,1,1,100,,Unknown,
9133,ExtData[0].Val7,1,1,50,,Unknown,
9133,ExtData[1].Val1,1,1,1,,Unknown,
9133,ExtData[1].Val2,1,1,6,,Unknown,
9133,ExtData[1].Val3,1,1,1,,Unknown,
9133,ExtData[1].Val4,1,1,8,,Unknown,
9133,ExtData[1].Val6,1,1,362,,Unknown,
9133,ExtData[1].Val7,1,1,1,,Unknown,
9133,ExtData[2].Val1,1,1,1,,Unknown,
9133,ExtData[2].Val2,1,1,8,,Unknown,
9133,ExtData[2].Val3,1,1,1,,Unknown,
9133,ExtData[2].Val6,1,1,72,,Unknown,
9134,ExtData[0].Val1,1,1,1,,Unknown,
9134,ExtData[0].Val2,1,1,3,,Unknown,
9134,ExtData[0].Val3,1,1,5,,Unknown,
9134,ExtData[0].Val4,1,1,8,,Unknown,
9134,ExtData[0].Val6,1,1,305,,Unknown,
9134,ExtData[0].Val7,1,1,1,,Unknown,
9134,ExtData[1].Val1,1,1,1,,Unknown,
9134,ExtData[1].Val2,1,1,44,,Unknown,
9134,ExtData[1].Val3,1,1,1,,Unknown,
9134,ExtData[1].Val6,1,1,11,,Unknown,
9134,ExtData[1].Val7,1,1,15,,Unknown,
9135,ExtData[0].Val1,1,1,1,,Unknown,
9135,ExtData[0].Val2,1,1,10,,Unknown,
9135,ExtData[0].Val3,1,1,1,,Unknown,
9135,ExtData[0].Val4,1,1,9,,Unknown,
9135,ExtData[0].Val6,1,1,9094,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9094.
9135,ExtData[0].Val7,1,1,1,,Unknown,
9135,ExtData[1].Val1,1,1,1,,Unknown,
9135,ExtData[1].Val2,1,1,10,,Unknown,
9135,ExtData[1].Val3,1,1,1,,Unknown,
9135,ExtData[1].Val6,1,1,9095,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9095.
9135,ExtData[1].Val7,1,1,1,,Unknown,
9136,ExtData[0].Val1,1,1,1,,Unknown,
9136,ExtData[0].Val2,1,1,8,,Unknown,
9136,ExtData[0].Val3,1,1,6,,Unknown,
9136,ExtData[0].Val4,1,1,8,,Unknown,
9136,ExtData[0].Val6,1,1,376,,Unknown,
9136,ExtData[1].Val1,1,1,1,,Unknown,
9136,ExtData[1].Val2,1,1,11,,Unknown,
9136,ExtData[1].Val3,1,1,1,,Unknown,
9136,ExtData[1].Val5,1,1,3,,Unknown,
9136,ExtData[1].Val7,1,1,1,,Unknown,
9137,ExtData[0].Val1,1,1,1,,Unknown,
9137,ExtData[0].Val2,1,1,8,,Unknown,
9137,ExtData[0].Val3,1,1,6,,Unknown,
9137,ExtData[0].Val4,1,1,8,,Unknown,
9137,ExtData[0].Val6,1,1,378,,Unknown,
9137,ExtData[1].Val1,1,1,1,,Unknown,
9137,ExtData[1].Val2,1,1,11,,Unknown,
9137,ExtData[1].Val3,1,1,1,,Unknown,
9137,ExtData[1].Val5,1,1,3,,Unknown,
9137,ExtData[1].Val7,1,1,1,,Unknown,
9138,ExtData[0].Val1,1,1,1,,Unknown,
9138,ExtData[0].Val2,1,1,25,,Unknown,
9138,ExtData[0].Val3,1,1,5,,Unknown,
9138,ExtData[0].Val4,1,1,9,,Unknown,
9138,ExtData[0].Val7,1,1,25,,Unknown,
9138,ExtData[1].Val1,1,1,1,,Unknown,
9138,ExtData[1].Val2,1,1,6,,Unknown,
9138,ExtData[1].Val3,1,1,1,,Unknown,
9138,ExtData[1].Val5,1,1,3,,Unknown,
9138,ExtData[1].Val6,1,1,390,,Unknown,
9138,ExtData[1].Val7,1,1,1,,Unknown,
9139,ExtData[0].Val1,1,1,1,,Unknown,
9139,ExtData[0].Val2,1,1,3,,Unknown,
9139,ExtData[0].Val3,1,1,5,,Unknown,
9139,ExtData[0].Val4,1,1,8,,Unknown,
9139,ExtData[0].Val6,1,1,379,,Unknown,
9139,ExtData[0].Val7,1,1,4,,Unknown,
9139,ExtData[1].Val1,1,1,1,,Unknown,
9139,ExtData[1].Val2,1,1,6,,Unknown,
9139,ExtData[1].Val3,1,1,1,,Unknown,
9139,ExtData[1].Val4,1,1,9,,Unknown,
9139,ExtData[1].Val6,1,1,391,,Unknown,
9139,ExtData[2].Val1,1,1,1,,Unknown,
9139,ExtData[2].Val2,1,1,10,,Unknown,
9139,ExtData[2].Val3,1,1,1,,Unknown,
9139,ExtData[2].Val6,1,1,9140,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9140.
9139,ExtData[2].Val7,1,1,1,,Unknown,
9140,ExtData[0].Val1,1,1,1,,Unknown,
9140,ExtData[0].Val2,1,1,3,,Unknown,
9140,ExtData[0].Val3,1,1,5,,Unknown,
9140,ExtData[0].Val4,1,1,8,,Unknown,
9140,ExtData[0].Val6,1,1,379,,Unknown,
9140,ExtData[0].Val7,1,1,3,,Unknown,
9140,ExtData[1].Val1,1,1,1,,Unknown,
9140,ExtData[1].Val2,1,1,6,,Unknown,
9140,ExtData[1].Val3,1,1,1,,Unknown,
9140,ExtData[1].Val6,1,1,391,,Unknown,
9140,ExtData[1].Val7,1,1,1,,Unknown,
9141,ExtData[0].Val1,1,1,1,,Unknown,
9141,ExtData[0].Val2,1,1,8,,Unknown,
9141,ExtData[0].Val3,1,1,6,,Unknown,
9141,ExtData[0].Val4,1,1,8,,Unknown,
9141,ExtData[0].Val6,1,1,31,,Unknown,
9141,ExtData[1].Val1,1,1,1,,Unknown,
9141,ExtData[1].Val2,1,1,11,,Unknown,
9141,ExtData[1].Val3,1,1,1,,Unknown,
9141,ExtData[1].Val5,1,1,3,,Unknown,
9141,ExtData[1].Val7,1,1,1,,Unknown,
9142,ExtData[0].Val1,1,1,1,,Unknown,
9142,ExtData[0].Val2,1,1,8,,Unknown,
9142,ExtData[0].Val3,1,1,6,,Unknown,
9142,ExtData[0].Val4,1,1,9,,Unknown,
9142,ExtData[0].Val6,1,1,41,,Unknown,
9142,ExtData[1].Val1,1,1,1,,Unknown,
9142,ExtData[1].Val2,1,1,8,,Unknown,
9142,ExtData[1].Val3,1,1,6,,Unknown,
9142,ExtData[1].Val6,1,1,42,,Unknown,
9143,ExtData[0].Val1,1,1,1,,Unknown,
9143,ExtData[0].Val2,1,1,12,,Unknown,
9143,ExtData[0].Val3,1,1,1,,Unknown,
9143,ExtData[0].Val4,1,1,9,,Unknown,
9143,ExtData[0].Val7,1,1,2,,Unknown,
9143,ExtData[1].Val1,1,1,1,,Unknown,
9143,ExtData[1].Val2,1,1,10,,Unknown,
9143,ExtData[1].Val3,1,1,1,,Unknown,
9143,ExtData[1].Val6,1,1,9153,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9153.
9143,ExtData[1].Val7,1,1,1,,Unknown,
9144,ExtData[0].Val1,1,1,1,,Unknown,
9144,ExtData[0].Val2,1,1,8,,Unknown,
9144,ExtData[0].Val3,1,1,6,,Unknown,
9144,ExtData[0].Val4,1,1,8,,Unknown,
9144,ExtData[0].Val6,1,1,28,,Unknown,
9144,ExtData[1].Val1,1,1,1,,Unknown,
9144,ExtData[1].Val2,1,1,11,,Unknown,
9144,ExtData[1].Val3,1,1,1,,Unknown,
9144,ExtData[1].Val5,1,1,3,,Unknown,
9145,ExtData[0].Val1,1,1,1,,Unknown,
9145,ExtData[0].Val2,1,1,9,,Unknown,
9145,ExtData[0].Val3,1,1,7,,Unknown,
9145,ExtData[0].Val4,1,1,11,,Unknown,
9145,ExtData[0].Val6,1,1,120,,Unknown,
9145,ExtData[1].Val1,1,1,1,,Unknown,
9145,ExtData[1].Val2,1,1,9,,Unknown,
9145,ExtData[1].Val3,1,1,7,,Unknown,
9145,ExtData[1].Val6,1,1,240,,Unknown,
9146,ExtData[0].Val1,1,1,1,,Unknown,
9146,ExtData[0].Val2,1,1,9,,Unknown,
9146,ExtData[0].Val3,1,1,7,,Unknown,
9146,ExtData[0].Val4,1,1,11,,Unknown,
9146,ExtData[0].Val6,1,1,100,,Unknown,
9146,ExtData[1].Val1,1,1,1,,Unknown,
9146,ExtData[1].Val2,1,1,3,,Unknown,
9146,ExtData[1].Val3,1,1,7,,Unknown,
9146,ExtData[1].Val6,1,1,420,,Unknown,
9147,ExtData[0].Val1,1,1,1,,Unknown,
9147,ExtData[0].Val2,1,1,13,,Unknown,
9147,ExtData[0].Val3,1,1,1,,Unknown,
9147,ExtData[0].Val4,1,1,8,,Unknown,
9147,ExtData[1].Val1,1,1,1,,Unknown,
9147,ExtData[1].Val2,1,1,10,,Unknown,
9147,ExtData[1].Val3,1,1,1,,Unknown,
9147,ExtData[1].Val6,1,1,9159,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9159.
9148,ExtData[0].Val1,1,1,1,,Unknown,
9148,ExtData[0].Val2,1,1,6,,Unknown,
9148,ExtData[0].Val3,1,1,1,,Unknown,
9148,ExtData[0].Val4,1,1,9,,Unknown,
9148,ExtData[0].Val6,1,1,409,,Unknown,
9148,ExtData[0].Val7,1,1,1,,Unknown,
9148,ExtData[1].Val1,1,1,1,,Unknown,
9148,ExtData[1].Val2,1,1,6,,Unknown,
9148,ExtData[1].Val3,1,1,1,,Unknown,
9148,ExtData[1].Val6,1,1,411,,Unknown,
9148,ExtData[1].Val7,1,1,1,,Unknown,
9149,ExtData[0].Val1,1,1,1,,Unknown,
9149,ExtData[0].Val2,1,1,6,,Unknown,
9149,ExtData[0].Val3,1,1,1,,Unknown,
9149,ExtData[0].Val4,1,1,9,,Unknown,
9149,ExtData[0].Val6,1,1,409,,Unknown,
9149,ExtData[0].Val7,1,1,1,,Unknown,
9149,ExtData[1].Val1,1,1,1,,Unknown,
9149,ExtData[1].Val2,1,1,6,,Unknown,
9149,ExtData[1].Val3,1,1,1,,Unknown,
9149,ExtData[1].Val6,1,1,410,,Unknown,
9149,ExtData[1].Val7,1,1,1,,Unknown,
9150,ExtData[0].Val1,1,1,1,,Unknown,
9150,ExtData[0].Val2,1,1,6,,Unknown,
9150,ExtData[0].Val3,1,1,1,,Unknown,
9150,ExtData[0].Val4,1,1,9,,Unknown,
9150,ExtData[0].Val6,1,1,410,,Unknown,
9150,ExtData[0].Val7,1,1,1,,Unknown,
9150,ExtData[1].Val1,1,1,1,,Unknown,
9150,ExtData[1].Val2,1,1,6,,Unknown,
9150,ExtData[1].Val3,1,1,1,,Unknown,
9150,ExtData[1].Val6,1,1,411,,Unknown,
9150,ExtData[1].Val7,1,1,1,,Unknown,
9151,ExtData[0].Val1,1,1,1,,Unknown,
9151,ExtData[0].Val2,1,1,8,,Unknown,
9151,ExtData[0].Val3,1,1,6,,Unknown,
9151,ExtData[0].Val4,1,1,8,,Unknown,
9151,ExtData[0].Val6,1,1,425,,Unknown,
9151,ExtData[1].Val1,1,1,1,,Unknown,
9151,ExtData[1].Val2,1,1,11,,Unknown,
9151,ExtData[1].Val3,1,1,1,,Unknown,
9151,ExtData[1].Val5,1,1,3,,Unknown,
9151,ExtData[1].Val7,1,1,1,,Unknown,
9152,ExtData[0].Val1,1,1,1,,Unknown,
9152,ExtData[0].Val2,1,1,82,,Unknown,
9152,ExtData[0].Val3,1,1,6,,Unknown,
9152,ExtData[0].Val6,1,1,3,,Unknown,
9153,ExtData[0].Val1,1,1,1,,Unknown,
9153,ExtData[0].Val2,1,1,13,,Unknown,
9153,ExtData[0].Val3,1,1,1,,Unknown,
9153,ExtData[0].Val4,1,1,8,,Unknown,
9153,ExtData[1].Val1,1,1,1,,Unknown,
9153,ExtData[1].Val2,1,1,10,,Unknown,
9153,ExtData[1].Val3,1,1,1,,Unknown,
9153,ExtData[1].Val6,1,1,9159,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9159.
9153,ExtData[1].Val7,1,1,1,,Unknown,
9154,ExtData[0].Val1,1,1,1,,Unknown,
9154,ExtData[0].Val2,1,1,86,,Unknown,
9154,ExtData[0].Val3,1,1,4,,Unknown,
9154,ExtData[0].Val4,1,1,9,,Unknown,
9154,ExtData[0].Val7,1,1,3,,Unknown,
9154,ExtData[1].Val1,1,1,1,,Unknown,
9154,ExtData[1].Val2,1,1,86,,Unknown,
9154,ExtData[1].Val3,1,1,1,,Unknown,
9154,ExtData[1].Val4,1,1,9,,Unknown,
9154,ExtData[1].Val7,1,1,11,,Unknown,
9154,ExtData[2].Val1,1,1,1,,Unknown,
9154,ExtData[2].Val2,1,1,86,,Unknown,
9154,ExtData[2].Val3,1,1,1,,Unknown,
9154,ExtData[2].Val4,1,1,9,,Unknown,
9154,ExtData[2].Val7,1,1,12,,Unknown,
9154,ExtData[3].Val1,1,1,1,,Unknown,
9154,ExtData[3].Val2,1,1,86,,Unknown,
9154,ExtData[3].Val3,1,1,1,,Unknown,
9154,ExtData[3].Val4,1,1,9,,Unknown,
9154,ExtData[3].Val7,1,1,14,,Unknown,
9154,ExtData[4].Val1,1,1,1,,Unknown,
9154,ExtData[4].Val2,1,1,86,,Unknown,
9154,ExtData[4].Val3,1,1,1,,Unknown,
9154,ExtData[4].Val4,1,1,9,,Unknown,
9154,ExtData[4].Val7,1,1,16,,Unknown,
9154,ExtData[5].Val1,1,1,1,,Unknown,
9154,ExtData[5].Val2,1,1,86,,Unknown,
9154,ExtData[5].Val3,1,1,1,,Unknown,
9154,ExtData[5].Val7,1,1,14,,Unknown,
9155,ExtData[0].Val1,1,1,1,,Unknown,
9155,ExtData[0].Val2,1,1,9,,Unknown,
9155,ExtData[0].Val3,1,1,7,,Unknown,
9155,ExtData[0].Val4,1,1,11,,Unknown,
9155,ExtData[0].Val6,1,1,100,,Unknown,
9155,ExtData[1].Val1,1,1,1,,Unknown,
9155,ExtData[1].Val2,1,1,3,,Unknown,
9155,ExtData[1].Val3,1,1,7,,Unknown,
9155,ExtData[1].Val6,1,1,457,,Unknown,
9156,ExtData[0].Val1,1,1,1,,Unknown,
9156,ExtData[0].Val2,1,1,8,,Unknown,
9156,ExtData[0].Val3,1,1,6,,Unknown,
9156,ExtData[0].Val4,1,1,8,,Unknown,
9156,ExtData[0].Val6,1,1,1023,,Unknown,
9156,ExtData[1].Val1,1,1,1,,Unknown,
9156,ExtData[1].Val2,1,1,11,,Unknown,
9156,ExtData[1].Val3,1,1,1,,Unknown,
9156,ExtData[1].Val5,1,1,3,,Unknown,
9156,ExtData[1].Val7,1,1,1,,Unknown,
9157,ExtData[0].Val1,1,1,1,,Unknown,
9157,ExtData[0].Val2,1,1,16,,Unknown,
9157,ExtData[0].Val3,1,1,1,,Unknown,
9157,ExtData[0].Val4,1,1,8,,Unknown,
9157,ExtData[0].Val6,1,1,4000,,Unknown,
9157,ExtData[0].Val7,1,1,1,,Unknown,
9157,ExtData[1].Val1,1,1,1,,Unknown,
9157,ExtData[1].Val2,1,1,88,,Unknown,
9157,ExtData[1].Val3,1,1,1,,Unknown,
9157,ExtData[1].Val4,1,1,8,,Unknown,
9157,ExtData[2].Val1,1,1,1,,Unknown,
9157,ExtData[2].Val2,1,1,10,,Unknown,
9157,ExtData[2].Val3,1,1,5,,Unknown,
9157,ExtData[2].Val6,1,1,9158,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9158.
9158,ExtData[0].Val1,1,1,1,,Unknown,
9158,ExtData[0].Val2,1,1,77,,Unknown,
9158,ExtData[0].Val3,1,1,7,,Unknown,
9158,ExtData[0].Val4,1,1,11,,Unknown,
9158,ExtData[0].Val5,1,1,3,,Unknown,
9158,ExtData[1].Val1,1,1,1,,Unknown,
9158,ExtData[1].Val2,1,1,77,,Unknown,
9158,ExtData[1].Val3,1,1,7,,Unknown,
9159,ExtData[0].Val1,1,1,1,,Unknown,
9159,ExtData[0].Val2,1,1,86,,Unknown,
9159,ExtData[0].Val3,1,1,1,,Unknown,
9159,ExtData[0].Val4,1,1,9,,Unknown,
9159,ExtData[0].Val7,1,1,7,,Unknown,
9159,ExtData[1].Val1,1,1,1,,Unknown,
9159,ExtData[1].Val2,1,1,86,,Unknown,
9159,ExtData[1].Val3,1,1,1,,Unknown,
9159,ExtData[1].Val4,1,1,9,,Unknown,
9159,ExtData[1].Val7,1,1,8,,Unknown,
9159,ExtData[2].Val1,1,1,1,,Unknown,
9159,ExtData[2].Val2,1,1,86,,Unknown,
9159,ExtData[2].Val3,1,1,1,,Unknown,
9159,ExtData[2].Val4,1,1,9,,Unknown,
9159,ExtData[2].Val7,1,1,9,,Unknown,
9159,ExtData[3].Val1,1,1,1,,Unknown,
9159,ExtData[3].Val2,1,1,86,,Unknown,
9159,ExtData[3].Val3,1,1,1,,Unknown,
9159,ExtData[3].Val7,1,1,17,,Unknown,
9159,ExtData[5].Val1,1,1,1,,Unknown,
9159,ExtData[5].Val2,1,1,86,,Unknown,
9159,ExtData[5].Val3,1,1,1,,Unknown,
9159,ExtData[5].Val7,1,1,17,,Unknown,
9160,ExtData[0].Val1,1,1,1,,Unknown,
9160,ExtData[0].Val2,1,1,10,,Unknown,
9160,ExtData[0].Val3,1,1,1,,Unknown,
9160,ExtData[0].Val4,1,1,8,,Unknown,
9160,ExtData[0].Val6,1,1,9159,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9159.
9160,ExtData[0].Val7,1,1,1,,Unknown,
9160,ExtData[1].Val1,1,1,1,,Unknown,
9160,ExtData[1].Val2,1,1,10,,Unknown,
9160,ExtData[1].Val3,1,1,1,,Unknown,
9160,ExtData[1].Val6,1,1,9154,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9154.
9161,ExtData[0].Val1,1,1,1,,Unknown,
9161,ExtData[0].Val2,1,1,51,,Unknown,
9161,ExtData[0].Val3,1,1,1,,Unknown,
9161,ExtData[0].Val4,1,1,9,,Unknown,
9161,ExtData[0].Val7,1,1,2,,Unknown,
9161,ExtData[0].Val9,1,1,1,,Unknown,
9161,ExtData[1].Val1,1,1,1,,Unknown,
9161,ExtData[1].Val2,1,1,6,,Unknown,
9161,ExtData[1].Val3,1,1,1,,Unknown,
9161,ExtData[1].Val4,1,1,9,,Unknown,
9161,ExtData[1].Val5,1,1,3,,Unknown,
9161,ExtData[1].Val6,1,1,473,,Unknown,
9161,ExtData[1].Val7,1,1,1,,Unknown,
9161,ExtData[2].Val1,1,1,1,,Unknown,
9161,ExtData[2].Val2,1,1,35,,Unknown,
9161,ExtData[2].Val3,1,1,5,,Unknown,
9161,ExtData[2].Val5,1,1,1,,Unknown,
9161,ExtData[2].Val7,1,1,1,,Unknown,
9162,ExtData[0].Val1,1,1,1,,Unknown,
9162,ExtData[0].Val2,1,1,10,,Unknown,
9162,ExtData[0].Val3,1,1,1,,Unknown,
9162,ExtData[0].Val4,1,1,9,,Unknown,
9162,ExtData[0].Val6,1,1,9121,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9121.
9162,ExtData[0].Val7,1,1,1,,Unknown,
9162,ExtData[1].Val1,1,1,1,,Unknown,
9162,ExtData[1].Val2,1,1,10,,Unknown,
9162,ExtData[1].Val3,1,1,1,,Unknown,
9162,ExtData[1].Val6,1,1,9119,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9119.
9162,ExtData[1].Val7,1,1,1,,Unknown,
9163,ExtData[0].Val1,1,1,1,,Unknown,
9163,ExtData[0].Val2,1,1,10,,Unknown,
9163,ExtData[0].Val3,1,1,1,,Unknown,
9163,ExtData[0].Val4,1,1,9,,Unknown,
