NIF,NIF,NIF,Type,,,,,,
846,IMPACT_WE_DefaultRed1,vfx_WE_DefaultRed1,0,,,,,,
847,IMPACT_WE_purpLotus1,vfx_WE_purpLotus1,0,,,,,,
848,IMPACT_WE_PurpSwipe1,vfx_WE_PurpSwipe1,0,,,,,,
849,IMPACT_WE_RedPurpFlash1,vfx_WE_RedPurpFlash1,0,,,,,,
850,IMPACT_WE_RedPurpShock1,vfx_WE_RedPurpShock1,0,,,,,,
851,IMPACT_WE_RustyFlash1,vfx_WE_RustyFlash1,0,,,,,,
852,AOE_Mar_Mut01,vfx_AOE_Mar_Mut01,0,,,,,,
853,DEBUFF_Mesmerize_Recieved,vfx_DBUF_Mesmerize_Recieved,0,,,,,,
854,DEBUFF_Mesmerize_Status,vfx_DBUF_Mesmerize_Status,0,,,,,,
855,CAST_Mesmerize_Cast,vfx_DBUF_DE_Mesmerize_Cast,0,,,,,,
856,IMPACT_DE_Pierce,vfx_IMPACT_DE_Pierce,0,,,,,,
857,DEBUFF_DE_Defense,vfx_DBUF_DE_Defense,0,,,,,,
858,DEBUFF_DE_Toughness,vfx_DBUF_DE_Toughness,0,,,,,,
859,CAMERASHAKE,vfx_BLANK_CameraShake,0,,,,,,
860,ROOT_GraspoftheDead,vfx_SNARE_GrspDead,0,,,,,,
861,Impact_MutClaw01,vfx_Impact_MutClaw01,0,,,,,,
862,Impact_MutClaw02,vfx_Impact_MutClaw02,0,,,,,,
863,BUFF_HE_ShieldAttack,vfx_BUFF_HE_ShieldAttack,0,,,,,,
864,ATTACK_HE_CrashingWave,vfx_ATK_HE_CrashingWave,0,,,,,,
865,CONE_ATK_GutRipper,vfx_GutRipper,0,,,,,,
866,FIG_DeBUFF_speed_CH,vfx_DeBUFF_speed_CH,0,,,,,,
867,FIG_DeBUFF_Clutch,vfx_DeBUFF_Clutch,0,,,,,,
868,vfx_Impact_Stars,vfx_Impact_Stars,0,,,,,,
869,IMPACT_Blight2,vfx_WE_blight2,0,,,,,,
870,IMPACT_Withering Poison,vfx_WE_Withering,0,,,,,,
871,ATTACK_HE_ShieldSwipe,vfx_ATK_HE_Shield Swipe,0,,,,,,
872,BUFF_HE_DefenseShield,vfx_BUFF_HE_Defense,0,,,,,,
873,MOR_DimInsta_FIG,vfx_MOR_DimInsta_FIG,0,,,,,,
874,MOR_DimInsta,vfx_MOR_DimInsta,0,,,,,,
875,MOR_GreatFang,vfx_MOR_GreatFang,0,,,,,,
876,MOR_aoe_WarpFrenzy,vfx_MOR_aoe_WarpFrenzy,0,,,,,,
877,AOE_HE_MagicVortex,vfx_AOE_HE_MagicVortex,0,,,,,,
878,IMPACT_HE_Vortex,vfx_IMPACT_HE_Vortex,0,,,,,,
879,MEZ_LOOP_RavensBite,vfx_MEZ_RavensBite,0,,,,,,
880,PROJ_ORC_LifeDrainOrb,vfx_PROJ_ORC_LifeDrainOrb,0,,,,,,
881,ATK_ORC_LifeLeaka,vfx_DD_ORC_LifeLeaka,0,,,,,,
882,BUFF_ORC_HealLevel2,vfx_BUF_ORC_HealLevel2,0,,,,,,
883,IMPACT_ORC_LifeDrain,vfx_IMPACT_ORC_LifeDrain,0,,,,,,
884,IMPACT_DragonTalon_Small,vfx_HIT_HE_DragonTalon_small,0,,,,,,
885,CAST_ORC_CastFinish,vfx_CAST_ORC_CastFinish,0,,,,,,
886,Battle_Recall,vfx_Battle_Recall,0,,,,,,
887,DOT_StormofRavens,vfx_DOT_StormRavens,0,,,,,,
888,Vfx_Weapontrail_disciple01,Vfx_Weapontrail_disciple01,2,,,,,,
889,Vfx_Weapontrail_disciple02,Vfx_Weapontrail_disciple02,2,,,,,,
890,vfx_cast_Weapon01,vfx_cast_Weapon01,0,,,,,,
891,vfx_cast_Weapon02,vfx_cast_Weapon02,0,,,,,,
892,HEAL_HE_LowLevel,vfx_HE_Heal_Low,0,,,,,,
893,HEAL_HE_MidLevel,vfx_HE_Heal_Med,0,,,,,,
894,HEAL_HE_Regen,vfx_HEAL_HE_Regen,0,,,,,,
895,CAST_HE_LightLance,vfx_CAST_HE_light lance,0,,,,,,
896,IMPACT_HE_LightLance,vfx_IMPACT_HE_light lance,0,,,,,,
897,IMPACT_DE_Black_Dark,vfx_IMPACT_DE_discBlack1,0,,,,,,
898,IMPACT_DE_Red_Dark,vfx_IMPACT_DE_discRed1,0,,,,,,
899,DeBUFF_DE_Willpower,vfx_DeBUFF_DE_Willpower,0,,,,,,
900,BUFF_DE_Willpower,vfx_BUFF_DE_Willpower,0,,,,,,
901,AOE_DE_GroupHeal01,vfx_AOE_DE_GroupHeal01,0,,,,,,
902,BUF_WE_HealLevel1,vfx_BUF_WE_HealLevel1,0,,,,,,
903,BUF_WE_HealLevel2,vfx_BUF_WE_HealLevel2,0,,,,,,
904,HEAL_DE_Regen,vfx_HEAL_DE_Regen,0,,,,,,
905,PtoP_HE_LightLance,vfx_PtoP_HE_light lance_Beam,0,,,,,,
906,CAST_BUILD_BodyLight,vfx_HE_CAST_Buildup_Body,0,,,,,,
907,CAST_BUILD_Staff,vfx_HE_CAST_Buildup_Staff,0,,,,,,
908,DEBUFF_HE_INT&BS,vfx_DBUF_HE_INT&BS,0,,,,,,
909,Off_Hand_Chalice01,Off_Hand_Chalice01,0,,,,,,
910,DE_buildup_cast01,vfx_DE_buildup_cast01,0,,,,,,
911,DE_buildup_cast02,vfx_DE_buildup_cast02,0,,,,,,
912,DE_speed_DeBuff,vfx_DE_speed_DeBuff,0,,,,,,
913,DE_Buff_Willpower,vfx_DE_Buff_Willpower,0,,,,,,
914,DE_DeBuff_Willpower,vfx_DE_DeBuff_Willpower,0,,,,,,
915,DE_Buff_Strength,vfx_DE_Buff_Strength,0,,,,,,
916,DE_DeBuff_Strength,vfx_DE_DeBuff_Strength,0,,,,,,
917,DE_Buff_Toughness,vfx_DE_Buff_Toughness,0,,,,,,
918,DE_DeBuff_Toughness,vfx_DE_DeBuff_Toughness,0,,,,,,
919,DE_Buff_Generic,vfx_DE_Buff_Generic,0,,,,,,
920,BUFF_HE_DefenseCrystal,vfx_BUFF_HE_PassiveDefense,0,,,,,,
921,DBUFF_DefenseCrystalBreak,vfx_DBUF_Defense_Break,0,,,,,,
922,IMPACT_DE_big01,vfx_IMPACT_DE_big01,0,,,,,,
923,DE_DeBuff_APLoss,vfx_DE_DeBuff_APLoss,0,,,,,,
924,DE_Resurrection,vfx_DE_Resurrection,0,,,,,,
925,DE_BUFF_damage,vfx_DE_BUFF_damage,0,,,,,,
926,DE_DeBuff_LifeTap,vfx_DE_DeBuff_LifeTap,0,,,,,,
927,BUFF_HE_PrismaticSheild,vfx_BUFF_HE_ResistAll,0,,,,,,
928,BUF_WE_HealLevel0,vfx_BUF_WE_HealLevel0,0,,,,,,
929,AOE_HEAL_HE_GroupHeal,vfx_AOE_HE_GroupHeal,0,,,,,,
930,BUFF_HE_Weaponskill,vfx_BUFF_HE_WeaponSkill,0,,,,,,
931,DEBUFF_HE_WindDoT,vfx_DBUF_HE_WindDoT,0,,,,,,
932,PROJ_HE_ManaOrb,vfx_PROJ_HE_ManaOrb,0,,,,,,
933,AOE_HE_MistressoftheMarsh,vfx_AOE_HE_MoMarsh,0,,,,,,
934,DE_AOE03,vfx_DE_AOE03,0,,,,,,
935,DE_AOE02,vfx_DE_AOE02,0,,,,,,
936,DE_AOE01,vfx_DE_AOE01,0,,,,,,
937,PtoP_DE_Impact_Energy01,vfx_PtoP_DE_Impact_Energy01,0,,,,,,
938,PtoP_DE_Energy01,vfx_PtoP_DE_Energy01,0,,,,,,
939,DE_DeBuff_Terror,vfx_DE_DeBuff_Terror,0,,,,,,
940,DE_Impact_Slash01,vfx_DE_Impact_Slash01,0,,,,,,
941,DE_Impact_Slash02,vfx_DE_Impact_Slash02,0,,,,,,
942,DE_Impact_Slash03,vfx_DE_Impact_Slash03,0,,,,,,
943,AOE_HE_ToughnessDebuff,vfx_AoE_HE_ToughnessDebuff,0,,,,,,
944,DEBUFF_HE_Toughness,vfx_DBUF_HE_Toughness,0,,,,,,
945,DE_ATK_CleaveSoul,vfx_DE_ATK_CleaveSoul,0,,,,,,
946,DEBUFF_HE_APDebuff,vfx_DBUF_HE_APDebuff,0,,,,,,
947,DE_ATK_Lash01,vfx_DE_ATK_Lash01,0,,,,,,
948,BUFF_HE_RemoveDebuff,vfx_BUFF_HE_RemoveDebuff,0,,,,,,
949,DE_Cast_SelfSacrafice,vfx_DE_Cast_SelfSacrafice,0,,,,,,
950,BUFF_Potion_Parry,vfx_BUFF_Parry,0,,,,,,
951,BUFF_Potion_SpiritResist,vfx_BUFF_Spirit,0,,,,,,
952,DEBUFF_Potion_Parry,vfx_DeBUFF_Parry,0,,,,,,
953,DEBUFF_Potion_SpiritDefense,vfx_DeBUFF_Spirit,0,,,,,,
954,DE_DBUF_Silence,vfx_DE_DBUF_Silence,0,,,,,,
955,DE_AOE_Scroll,vfx_DE_AOE_Scroll,0,,,,,,
956,PtoP_HE_WaveyBeam,vfx_PtoP_HE_light lance_Beam_wavey,0,,,,,,
957,DBUFF_CritTaken_Up,vfx_DBUF_HE_CritTake,0,,,,,,
958,CAST_Heaven_Hand,vfx_CAST_Heaven_Hand,0,,,,,,
959,DEBUFF_HE_RainlordCloud,vfx_DBUF_HE_RainLord_Cloud,0,,,,,,
960,BUFF_HE_FADE_FadeOut,vfx_BUFF_FADE_FadeOut,0,,,,,,
961,DE_buildup_AOE,vfx_DE_buildup_AOE,0,,,,,,
962,vfx_BUFF_GEN_Armor,vfx_BUFF_Armor,0,,,,,,
963,vfx_BUFF_GEN_Block,vfx_BUFF_Block,0,,,,,,
964,vfx_BUFF_GEN_Corporeal,vfx_BUFF_Corporeal,0,,,,,,
965,vfx_BUFF_GEN_Disrupt,vfx_BUFF_Disrupt,0,,,,,,
966,vfx_BUFF_GEN_Dodge,vfx_BUFF_Dodge,0,,,,,,
967,vfx_BUFF_GEN_Elemental,vfx_BUFF_Elemental,0,,,,,,
968,vfx_BUFF_GEN_Parry,vfx_BUFF_Parry,0,,,,,,
969,vfx_BUFF_GEN_Spirit,vfx_BUFF_Spirit,0,,,,,,
970,vfx_DeBUFF_GEN_Armor,vfx_DeBUFF_Armor,0,,,,,,
971,vfx_DeBUFF_GEN_Block,vfx_DeBUFF_Block,0,,,,,,
972,vfx_DeBUFF_GEN_Corporeal,vfx_DeBUFF_Corporeal,0,,,,,,
973,vfx_DeBUFF_GEN_Disrupt,vfx_DeBUFF_Disrupt,0,,,,,,
974,vfx_DeBUFF_GEN_Dodge,vfx_DeBUFF_Dodge,0,,,,,,
975,vfx_DeBUFF_GEN_Elemental,vfx_DeBUFF_Elemental,0,,,,,,
976,vfx_DeBUFF_GEN_Parry,vfx_DeBUFF_Parry,0,,,,,,
977,vfx_DeBUFF_GEN_Spirit,vfx_DeBUFF_Spirit,0,,,,,,
978,vfx_POTION_r1_APheal_yell,vfx_POTION_r1_APheal_yell,0,,,,,,
979,vfx_POTION_r1_APHoT_yell,vfx_POTION_r1_APHoT_yell,0,,,,,,
980,vfx_POTION_r1_heal_green,vfx_POTION_r1_heal_green,0,,,,,,
981,vfx_POTION_r1_HoT_green,vfx_POTION_r1_HoT_green,0,,,,,,
982,vfx_POTION_r2_APheal_yell,vfx_POTION_r2_APheal_yell,0,,,,,,
983,vfx_POTION_r2_APHoT_yell,vfx_POTION_r2_APHoT_yell,0,,,,,,
984,vfx_POTION_r2_heal_green,vfx_POTION_r2_heal_green,0,,,,,,
985,vfx_POTION_r2_HoT_green,vfx_POTION_r2_HoT_green,0,,,,,,
986,vfx_POTION_r3_APheal_yell,vfx_POTION_r3_APheal_yell,0,,,,,,
987,vfx_POTION_r3_APHoT_yell,vfx_POTION_r3_APHoT_yell,0,,,,,,
988,vfx_POTION_r3_heal_green,vfx_POTION_r3_heal_green,0,,,,,,
989,vfx_POTION_r3_HoT_green,vfx_POTION_r3_HoT_green,0,,,,,,
990,AOE_HE_BombardmentFlare,vfx_AOE_HE_BombardmentFlare,0,,,,,,
991,DE_AOE_Heal01,vfx_DE_AOE_Heal01,0,,,,,,
992,de_buff__FIG_strength,vfx_de_buff__FIG_strength,0,,,,,,
993,de_debuff__FIG_strength,vfx_de_debuff_FIG_strength,0,,,,,,
994,DE_Heal_twinks,vfx_DE_Heal_twinks,0,,,,,,
995,DE_Heal_Low,vfx_DE_Heal_Low,0,,,,,,
996,DE_Heal_Med,vfx_DE_Heal_Med,0,,,,,,
997,DE_HEAL_Regen,vfx_DE_HEAL_Regen,0,,,,,,
998,IMPACT_HE_LawofGold,vfx_IMPACT_HE_LawofGold,0,,,,,,
999,IMPACT_HE_SearingTouch,vfx_IMPACT_HE_SearingTouch,0,,,,,,
1000,ATK_HE_FuryofAsuryan,vfx_ATK_HE_FuryofAsuryan,0,,,,,,
1001,DE_DarkSwirls,vfx_DE_DarkSwirls,0,,,,,,
1002,DE_IMPACT_Small,vfx_DE_IMPACT_Small,0,,,,,,
1003,DE_buildup_aoe_cast,vfx_DE_buildup_aoe_cast,0,,,,,,
1004,BUFF_HE_Absorbshield,vfx_BUFF_HE_Absorbshield,0,,,,,,
1005,cast_offhand_splash,vfx_cast_offhand_splash,0,,,,,,
1006,PROJ_TorchTrow,vfx_PROJ_TorchTrow,0,,,,,,
1007,IMPACT_TorchFire,vfx_IMPACT_TorchFire,0,,,,,,
1008,HE_CAST_Buildup_Hand,vfx_HE_CAST_Buildup_Hand,0,,,,,,
1009,PROJ_SCN_BlueOrb,vfx_PROJ_SCN_BlueOrb,0,,,,,,
1010,CAST_SCN_LightFlash,vfx_CAST_SCN_LightFlash,0,,,,,,
1011,BUFF_WE_FADE,vfx_BUFF_WE_FADE,0,,,,,,
1012,BUFF_WE_SnareBreak,vfx_BUFF_WE_SnareBreak,0,,,,,,
1013,BUFF_DE_Charm,vfx_BUFF_DE_Charm,0,,,,,,
1014,CAST_DE_Charm,vfx_CAST_DE_Charm,0,,,,,,
1015,impact_WitchElf_BS,vfx_impact_WitchElf_BS,0,,,,,,
1016,MEZ_Generic,vfx_MEZ_Generic,0,,,,,,
1017,Disarm_DE_fig,vfx_Disarm_DE_fig,0,,,,,,
1018,Disarm_DE_Spark,vfx_Disarm_DE_Spark,0,,,,,,
1019,Impact_WE_Severlimb,vfx_Impact_WE_Severlimb,0,,,,,,
1020,Impact_WE_Enfeeble,vfx_Impact_WE_Enfeeble,0,,,,,,
1021,Impact_WE_Envenomed,vfx_Impact_WE_Envenomed,0,,,,,,
1022,Impact_WE_WrackingPain,vfx_Impact_WE_WrackingPain,0,,,,,,
1023,DeBUFF_DE_Ini_WS,vfx_DeBUFF_DE_Ini_WS,0,,,,,,
1024,DeBuff_WE_Toughness,vfx_DeBuff_WE_Toughness,0,,,,,,
1025,Impact_WE_Puncture,vfx_Impact_WE_Puncture,0,,,,,,
1026,Impact_WE_Assault,vfx_Impact_WE_Assault,0,,,,,,
1027,Impact_Poison_MP,vfx_Impact_Poison_MP,0,,,,,,
1028,wpn_PoisonDagger_MP,vfx_wpn_PoisonDagger_MP,0,,,,,,
1029,apply_poison_MP,vfx_apply_poison_MP,0,,,,,,
1030,DE_AOE_UmbralStrikes,vfx_DE_AOE_UmbralStrikes,0,,,,,,
1031,DE_ATK_DarkColumn,vfx_DE_ATK_DarkColumn,0,,,,,,
1032,DE_BUFF_ShardShield,vfx_DE_BUFF_ShardShield,0,,,,,,
1033,DE_BUILD_CastingHand,vfx_DE_BUILD_CastingHand,0,,,,,,
1034,DE_BUILD_CastingRing,vfx_DE_BUILD_CastingRing,0,,,,,,
1035,DE_IMPACT_ShardShield1,vfx_DE_IMPACT_ShardShield1,0,,,,,,
1036,DE_PROJ_DoomBolt,vfx_DE_PROJ_DoomBolt,0,,,,,,
1037,DE_DEBUFF_DarkSpirits,vfx_DE_DEBUFF_DarkSpirits,0,,,,,,
1038,DE_AOE_ShardShield,vfx_DE_AOE_ShardShield,0,,,,,,
1039,DeBUFF_Tactic_AP,vfx_DeBUFF_Tactic_AP,0,,,,,,
1040,Buff_WE_Strength,vfx_Buff_WE_Strength,0,,,,,,
1041,Cast_WE_base,vfx_Cast_WE_base,0,,,,,,
1042,SunFireBreath_Buildup,vfx_SunFireBreath_Buildup,0,,,,,,
1043,CONE_SunFireBreath,vfx_CONE_SunFireBreath,0,,,,,,
1044,IMPACT_SunFireExplo,vfx_IMPACT_SunFireExplo,0,,,,,,
1045,PROJ_SunDrag_Fireball,vfx_PROJ_SunDrag_Fireball,0,,,,,,
1046,SunFireBreath_Linger,vfx_SunFireBreath_Linger,0,,,,,,
1047,SunDrag_Claw,vfx_SunDrag_Claw,0,,,,,,
1048,SunDrag_Stomp,vfx_SunDrag_Stomp,0,,,,,,
1049,ROOT_IceBlockDark,vfx_ROOT_IceBlockDark,0,,,,,,
1050,DE_CAST_Activate,vfx_DE_CAST_Activate,0,,,,,,
1051,AOE_WE_BladeSpin,vfx_AOE_WE_BladeSpin,0,,,,,,
1052,Stage_Complete,vfx_Stage_Complete,0,,,,,,
1053,DE_ATK_Chillwind,vfx_DE_ATK_Chillwind,0,,,,,,
1054,DE_Cast_Chillwind,vfx_DE_Cast_Chillwind,0,,,,,,
1055,SunDrag_Bite,vfx_SunDrag_Bite,0,,,,,,
1056,IMPACT_SunDrag_Bite,vfx_IMPACT_SunDrag_Bite,0,,,,,,
1057,PROJ_SunDrag_FireballSml,vfx_PROJ_SunDrag_FireballSml,0,,,,,,
1058,CAST_SunFire,vfx_CAST_SunFire,0,,,,,,
1059,IMPACT_SunFireSml,vfx_IMPACT_SunFireSml,0,,,,,,
1060,IMPACT_HE_WordofPain,vfx_IMPACT_HE_WordofPain,0,,,,,,
1061,ATK_HE_WordofPain,vfx_ATK_HE_WordofPain,0,,,,,,
1062,IMPACT_SunDrag_Claw,vfx_IMPACT_SunDrag_Claw,0,,,,,,
1063,DE_Cast_WordofPain,vfx_DE_Cast_WordofPain,0,,,,,,
1064,DE_DEBUFF_TormentVision,vfx_DE_DEBUFF_TormentVision,0,,,,,,
1065,BlackFire_Buildup,vfx_BlackFire_Buildup,0,,,,,,
1066,CAST_BlackFire,vfx_CAST_BlackFire,0,,,,,,
1067,IMPACT_BlackFireExplo,vfx_IMPACT_BlackFireExplo,0,,,,,,
1068,IMPACT_BlackFireSml,vfx_IMPACT_BlackFireSml,0,,,,,,
1069,PROJ_BlackDrag_Fireball,vfx_PROJ_BlackDrag_Fireball,0,,,,,,
1070,PROJ_SunDrag_Blackball_Sml,vfx_PROJ_SunDrag_Blackball_Sml,0,,,,,,
1071,CONE_BlackFireBreath,vfx_CONE_BlackFireBreath,0,,,,,,
1072,BlackFireBreath_Linger,vfx_BlackFireBreath_Linger,0,,,,,,
1073,atk_mek_Dbthrower_Un01,vfx_PROJ_mek_Dbthrower_Un01,0,,,,,,
1074,Impact_mek_Dbthrower_Un01,vfx_Impact_mek_Dbthrower_Un01,0,,,,,,
1075,atk_mek_Hbthrower_Un01,vfx_PROJ_mek_Hbthrower_Un01,0,,,,,,
1076,Impact_mek_Hbthrower_Un01,vfx_Impact_mek_Hbthrower_Un01,0,,,,,,
1077,DE_IMPACT_ShatteredShadows,vfx_DE_IMPACT_ShatteredShadows,0,,,,,,
1078,DE_DBUF_Focus,vfx_DE_DBUF_Focus,0,,,,,,
1079,DE_CAST_Focus,vfx_DE_CAST_Focus,0,,,,,,
1080,DE_IMPACT_Miscast,vfx_DE_IMPACT_Miscast,0,,,,,,
1081,DE_IMPACT_SearingPain,vfx_DE_IMPACT_SearingPain,0,,,,,,
1082,DE_LOOP_ShadowKnives,vfx_DE_LOOP_ShadowKnives,0,,,,,,
1083,DE_PtoP_SurgingPain,vfx_DE_PtoP_SurgingPain,0,,,,,,
1084,BUFF_FADE_ShadowFade,vfx_BUFF_FADE_ShadowFade,0,,,,,,
1085,LOOP_Lightrays,vfx_LOOP_Lightrays,0,,,,,,
1086,SCN_ObjectiveLight_short,vfx_SCN_ObjectiveLight_short,0,,,,,,
1087,DE_AOE_SurgingPain,vfx_DE_AOE_SurgingPain,0,,,,,,
1088,Impact_mek_Dbthrower_ground01,vfx_Impact_mek_Dbthrower_ground01,0,,,,,,
1089,Impact_mek_Dbthrower_gmulti01,vfx_Impact_mek_Dbthrower_gmulti01,0,,,,,,
1090,DEBUF_FIG_StrickenLimbs,vfx_DEBUF_FIG_StrickenLimbs,0,,,,,,
1091,FIG_GHOST_generic,vfx_FIG_GHOST_generic,0,,,,,,
1092,FIG_GHOST_Banshee,vfx_FIG_GHOST_Banshee,0,,,,,,
1093,FIG_GHOST_SpiritHost,vfx_FIG_GHOST_SpiritHost,0,,,,,,
1094,FIG_GHOST_Wraith,vfx_FIG_GHOST_Wraith,0,,,,,,
1095,DE_ATK_CrystalSpikes,vfx_DE_ATK_CrystalSpikes,0,,,,,,
1096,DE_LOOP_ChanneledAPRecover,vfx_DE_LOOP_ChanneledAPRecover,0,,,,,,
1097,PROJ_mek_Dbthrower01,vfx_PROJ_mek_Dbthrower01,0,,,,,,
1098,Impact_Shield_Spell,vfx_Impact_Shield_Spell,0,,,,,,
1099,BUFF_Shield_Spell,vfx_BUFF_Shield_Spell,0,,,,,,
1100,IMPACT_DE_Vital,vfx_IMPACT_DE_Vital,0,,,,,,
1101,PROJ_DE_VitalOrb,vfx_PROJ_DE_VitalOrb,0,,,,,,
1102,BUFF_FIG_Vital,vfx_BUFF_FIG_Vital,0,,,,,,
1103,DE_DEBUFF_StrickenVoices,vfx_DE_DEBUFF_StrickenVoices,0,,,,,,
1104,DE_CONE_Infernalwave,vfx_DE_CONE_Infernalwave,0,,,,,,
1105,DE_CAST_Activate_Whisps,vfx_DE_CAST_Activate_Whisps,0,,,,,,
1106,DE_AOE_Crystalshardsshatter,vfx_DE_AOE_Crystalshardsshatter,0,,,,,,
1107,PROJ_DE_GloomNi,vfx_PROJ_DE_GloomNi,0,,,,,,
1108,IMPACT_DE_GloomNi,vfx_IMPACT_DE_GloomNi,0,,,,,,
1109,BUILD_DE_GloomNi,vfx_BUILD_DE_GloomNi,0,,,,,,
1110,PROP_HE_BaseArrow01,vfx_PROP_HE_BaseArrow01,0,,,,,,
1111,DE_PROJ_DoomBolt_Large,vfx_DE_PROJ_DoomBolt_Large,0,,,,,,
1112,DE_DEBUFF_Cataclysmic Darkness,vfx_DE_DEBUFF_Cataclysmic Darkness,0,,,,,,
1113,DE_DBUF_ImpendingDoom,vfx_DE_DBUF_ImpendingDoom,0,,,,,,
1114,IMPACT_DE_HandofRuin,vfx_IMPACT_DE_HandofRuin,0,,,,,,
1115,PtoP_DE_HandofRuin,vfx_PtoP_DE_HandofRuin,0,,,,,,
1116,DE_DEBUFF_Blackhorror,vfx_DE_DEBUFF_Blackhorror,0,,,,,,
1117,DE_AOE_BlackHorror,vfx_DE_AOE_BlackHorror,0,,,,,,
1118,Build_HE_FestArrow01,vfx_Build_HE_FestArrow01,0,,,,,,
1119,Build_HE_AcidArrow01,vfx_Build_HE_AcidArrow01,0,,,,,,
1120,Build_HE_ShadowArrow01,vfx_Build_HE_ShadowArrow01,0,,,,,,
1121,Build_HE_FlameArrow01,vfx_Build_HE_FlameArrow01,0,,,,,,
1122,Build_HE_SpiralArrow01,vfx_Build_HE_SpiralArrow01,0,,,,,,
1123,Build_HE_DistractArrow01,vfx_Build_HE_DistractArrow01,0,,,,,,
1124,PROJ_HE_BaseArrow01,vfx_PROJ_HE_BaseArrow01,0,,,,,,
1125,PROJ_HE_DistractArrow01,vfx_PROJ_HE_DistractArrow01,0,,,,,,
1126,PROJ_HE_AcidArrow01,vfx_PROJ_HE_AcidArrow01,0,,,,,,
1127,PROJ_HE_ShadowArrow01,vfx_PROJ_HE_ShadowArrow01,0,,,,,,
1128,PROJ_HE_SpiralArrow01,vfx_PROJ_HE_SpiralArrow01,0,,,,,,
1129,PROJ_HE_FestArrow01,vfx_PROJ_HE_FestArrow01,0,,,,,,
1130,PROJ_HE_FlameArrow01,vfx_PROJ_HE_FlameArrow01,0,,,,,,
1131,AoE_RvR_BlastWaveReset,vfx_AoE_RvR_BlastWaveReset,0,,,,,,
1132,BUFF_HE_ScoutStance,vfx_BUFF_HE_ScoutStance,0,,,,,,
1133,BUFF_HE_AssaultStance,vfx_BUFF_HE_AssaultStance,0,,,,,,
1134,BUFF_HE_SkirmishStance,vfx_BUFF_HE_SkirmishStance,0,,,,,,
1135,CAST_HE_ActivateEffect,vfx_CAST_HE_ActivateEffect,0,,,,,,
1136,Impact_HE_FestArrow01,vfx_Impact_HE_FestArrow01,0,,,,,,
1137,Impact_HE_SpiralArrow01,vfx_Impact_HE_SpiralArrow01,0,,,,,,
1138,Impact_HE_AcidArrow01,vfx_Impact_HE_AcidArrow01,0,,,,,,
1139,BUFF_HE_Vengence,vfx_BUFF_HE_Vengence,0,,,,,,
1140,AoE_HE_WhirlwindPinSwipe,vfx_AoE_HE_WhirlwindPinSwipe,0,,,,,,
1141,ROOT_HE_WhirlwindPin,vfx_ROOT_HE_WhirlwindPin,0,,,,,,
1142,Build_HE_FellArrow01,vfx_Build_HE_FellArrow01,0,,,,,,
1143,PROJ_HE_FellArrow01,vfx_PROJ_HE_FellArrow01,0,,,,,,
1144,Build_HE_GlassArrow01,vfx_Build_HE_GlassArrow01,0,,,,,,
1145,PROJ_HE_GlassArrow01,vfx_PROJ_HE_GlassArrow01,0,,,,,,
1146,DeBuff_HE_WeaponSkill,vfx_DeBuff_HE_WeaponSkill,0,,,,,,
1147,DeBuff_HE_Init,vfx_DeBuff_HE_Init,0,,,,,,
1148,Build_HE_FlankArrow01,vfx_Build_HE_FlankArrow01,0,,,,,,
1149,PROJ_HE_FlankArrow01,vfx_PROJ_HE_FlankArrow01,0,,,,,,
1150,Build_HE_BarrageArrow01,vfx_Build_HE_BarrageArrow01,0,,,,,,
1151,PROJ_HE_BarrageArrow01,vfx_PROJ_HE_BarrageArrow01,0,,,,,,
1152,AOE_HE_GlassArrow01,vfx_AOE_HE_GlassArrow01,0,,,,,,
1153,Impact_HE_GlassArrow01_small,vfx_Impact_HE_GlassArrow01_small,0,,,,,,
1154,Impact_HE_GlassArrow01,vfx_Impact_HE_GlassArrow01,0,,,,,,
1155,Impact_HE_BarrageArrow01,vfx_Impact_HE_BarrageArrow01,0,,,,,,
1156,Impact_HE_FlankArrow01,vfx_Impact_HE_FlankArrow01,0,,,,,,
1157,Impact_HE_DistractArrow01,vfx_Impact_HE_DistractArrow01,0,,,,,,
1158,Impact_HE_ShadowArrow01,vfx_Impact_HE_ShadowArrow01,0,,,,,,
1159,ATK_BurnSwirl,vfx_ATK_BurnSwirl,0,,,,,,
1160,LOOP_Burn_Status,vfx_LOOP_Burn_Status,0,,,,,,
1161,LOOP_Smolder,vfx_LOOP_Smolder,0,,,,,,
1162,vfx_ATK_BoilBlood,vfx_ATK_BoilBlood,0,,,,,,
1163,vfx_DoT_LOOP_BoilBlood,vfx_DoT_LOOP_BoilBlood,0,,,,,,
1164,IMPACT_HE_SwiftStrkP1,vfx_IMPACT_HE_SwiftStrkP1,0,,,,,,
1165,IMPACT_HE_SwiftStrkP2,vfx_IMPACT_HE_SwiftStrkP2,0,,,,,,
1166,IMPACT_HE_OppStrike,vfx_IMPACT_HE_OppStrike,0,,,,,,
1167,IMPACT_HE_GrimSlash,vfx_IMPACT_HE_GrimSlash,0,,,,,,
1168,IMPACT_HE_DrawBlood,vfx_IMPACT_HE_DrawBlood,0,,,,,,
1169,IMPACT_HE_BrutalAssault,vfx_IMPACT_HE_BrutalAssault,0,,,,,,
1170,IMPACT_Bleed,vfx_IMPACT_Bleed,0,,,,,,
1171,HE_CounterStrike,vfx_HE_CounterStrike,0,,,,,,
